CGD,ORF_ID,KEGG,Gene_Name,UNIPROT,Descripción1,Descripción2
C5_00130C_A,orf19.5684,CAALFM_C500130CA,orf19.5684,A0A1D8PMU5, Protein of unknown function,Mitochondrial 54S ribosomal protein YmL38/YmL34
C5_00120W_A,orf19.5684.1,CAALFM_C500120WA,orf19.5684.1,A0A1D8PMV7,,Uncharacterized protein
C5_00100C_A,orf19.5686,CAALFM_C500100CA,orf19.5686,A0A1D8PMU2, Protein of unknown function,Uncharacterized protein
C5_00090C_A,orf19.5688,CAALFM_C500090CA,orf19.5688,A0A1D8PMU4,,Uncharacterized protein
C5_00080C_A,orf19.5689,CAALFM_C500080CA,orf19.5689,A0A1D8PMT6, Epsilon-COP subunit of the coatomer,Coatomer subunit epsilon
C5_00060C_A,orf19.5692,CAALFM_C500060CA,orf19.5692,A0A1D8PMT3, Protein of unknown function,Anaphase promoting complex subunit 4
C5_00040C_A,orf19.5693,CAALFM_C500040CA,orf19.5693,A0A1D8PMT2,,GPI-anchor transamidase subunit
C5_00050W_A,orf19.5694,CAALFM_C500050WA,orf19.5694,A0A1D8PMU0,,Genetic interactor of prohibitin 5, mitochondrial
C5_00030W_A,orf19.5698,CAALFM_C500030WA,orf19.5698,A0A1D8PMT8, Putative mitochondrial ribosomal protein of the large subunit,Mitochondrial 54S ribosomal protein MRPL1
C6_03420W_A,orf19.5701,CAALFM_C603420WA,orf19.5701,A0A1D8PQ65,,Uncharacterized protein
C6_03430C_A,orf19.5702,CAALFM_C603430CA,orf19.5702,Q5A8P6, Protein of unknown function,Uncharacterized protein
C6_03440W_A,orf19.5704,CAALFM_C603440WA,orf19.5704,-,,Mitochondrial group I intron splicing factor CCM1
C6_03460W_A,orf19.5710,CAALFM_C603460WA,orf19.5710,A0A1D8PQ58, Nucleoporin component of central core of the nuclear pore complex,FG-nucleoporin
C6_03470W_A,orf19.5711,CAALFM_C603470WA,orf19.5711,A0A1D8PQ60, Putative phosphatidylinositol transfer protein,CRAL-TRIO domain-containing protein
C6_03510C_A,orf19.5717,CAALFM_C603510CA,orf19.5717,-,,#N/D
C6_03520C_A,orf19.5718,CAALFM_C603520CA,orf19.5718,A0A1D8PQ64,,Uncharacterized protein
C6_03530C_A,orf19.5719,CAALFM_C603530CA,orf19.5719,Q5A8M9,,Uncharacterized protein
C6_03540W_A,orf19.5720,CAALFM_C603540WA,orf19.5720,A0A1D8PQ72,,MFS domain-containing protein
C6_03550C_A,orf19.5722,CAALFM_C603550CA,orf19.5722,A0A1D8PQ76,,Uncharacterized protein
C6_03570W_A,orf19.5724,CAALFM_C603570WA,orf19.5724,A0A1D8PQ71,,Uncharacterized protein
C6_03590C_A,orf19.5727,CAALFM_C603590CA,orf19.5727,A0A1D8PQ79, Protein of unknown function,DUF3074 domain-containing protein
C6_03600C_A,orf19.5728,CAALFM_C603600CA,orf19.5728,A0A1D8PQ77,,Uncharacterized protein
C6_03670C_A,orf19.5735.3,CAALFM_C603670CA,orf19.5735.3,-,,#N/D
C6_03730C_A,orf19.5747,CAALFM_C603730CA,orf19.5747,A0A1D8PQ89, Protein of unknown function,Mitochondrial 37S ribosomal protein MRP4
C6_03740W_A,orf19.5748,CAALFM_C603740WA,orf19.5748,A0A1D8PQ87,,Uncharacterized protein
C6_03780C_A,orf19.5752,CAALFM_C603780CA,orf19.5752,A0A1D8PQ90,,SCF ubiquitin ligase complex subunit
C6_03800C_A,orf19.5754,CAALFM_C603800CA,orf19.5754,A0A1D8PQ93,,Uncharacterized protein
C6_03820C_A,orf19.5757,CAALFM_C603820CA,orf19.5757,Q5A8J1, Protein of unknown function,MoCF_biosynth domain-containing protein
C6_03880W_A,orf19.5763,CAALFM_C603880WA,orf19.5763,Q5A8I5, Protein of unknown function,Uncharacterized protein
C6_03910C_A,orf19.5767,CAALFM_C603910CA,orf19.5767,A0A1D8PQA3,,U2 snRNP complex subunit
C5_00750C_A,orf19.577,CAALFM_C500750CA,orf19.577,A0A1D8PN11, Predicted protein tyrosine phosphatase,Uncharacterized protein
C6_03950C_A,orf19.5772,CAALFM_C603950CA,orf19.5772,-,,SWR1-complex protein 5
C6_03960W_A,orf19.5773,CAALFM_C603960WA,orf19.5773,A0A1D8PQB4, Putative dipeptidyl-peptidase III,Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl peptidase III)
C6_03990C_A,orf19.5775,CAALFM_C603990CA,orf19.5775,A0A1D8PQA8,,Uncharacterized protein
C2_03170W_A,orf19.5777,CAALFM_C203170WA,orf19.5777,Q5A0N4,,Uncharacterized protein
C5_00760W_A,orf19.578,CAALFM_C500760WA,orf19.578,A0A1D8PN15,,Rab GTPase-activating protein
C2_03150C_A,orf19.5780,CAALFM_C203150CA,orf19.5780,A0A1D8PGT8,,LCCL domain-containing protein
C2_03140C_A,orf19.5782,CAALFM_C203140CA,orf19.5782,A0A1D8PGT1, Protein of unknown function,Putative carboxylic ester hydrolase
C2_03130W_A,orf19.5783,CAALFM_C203130WA,orf19.5783,A0A1D8PGT0, Protein of unknown function,Protein-arginine N-methyltransferase
C2_03110W_A,orf19.5785,CAALFM_C203110WA,orf19.5785,A0A1D8PGS4,,Uncharacterized protein
C2_03020C_A,orf19.5799,CAALFM_C203020CA,orf19.5799,Q5A0L2,,Uncharacterized protein
C5_00780C_A,orf19.580,CAALFM_C500780CA,orf19.580,A0A1D8PN02,,RTC4 domain-containing protein
C2_02960C_A,orf19.5808,CAALFM_C202960CA,orf19.5808,A0A1D8PGX0,,S-adenosylmethionine-dependent methyltransferase
C5_00790C_A,orf19.581,CAALFM_C500790CA,orf19.581,A0A1D8PN05, Putative RNA-binding protein,Nrd1 complex RNA-binding subunit
C2_02930C_A,orf19.5812,CAALFM_C202930CA,orf19.5812,-, Ortholog of S. cerevisiae Ett1, a nuclear protein that inhibits replication of Brome mosaic virus,Enhancer of translation termination 1
C2_02920W_A,orf19.5813,CAALFM_C202920WA,orf19.5813,A0A1D8PGQ5, Putative adhesin-like protein,Ubiquitin-like domain-containing protein
C2_02910W_A,orf19.5814.1,CAALFM_C202910WA,orf19.5814.1,A0A1D8PGR3,,Uncharacterized protein
C2_02870W_A,orf19.5817,CAALFM_C202870WA,orf19.5817,A0A1D8PGS6, Protein of unknown function,Trafficking protein particle complex subunit BET3
C2_02840C_A,orf19.5821,CAALFM_C202840CA,orf19.5821,-,,UPF0507 protein C2_02840C_A
C2_02820C_A,orf19.5824,CAALFM_C202820CA,orf19.5824,Q5A0I7,,Putative hydrolase
C2_02800W_A,orf19.5825.1,CAALFM_C202800WA,orf19.5825.1,A0A1D8PGP8,,Uncharacterized protein
C2_02790C_A,orf19.5826,CAALFM_C202790CA,orf19.5826,A0A1D8PGP7,,Uncharacterized protein
C2_02770W_A,orf19.5828,CAALFM_C202770WA,orf19.5828,A0A1D8PGR8, Protein of unknown function,RRM domain-containing protein
C5_00800C_A,orf19.583,CAALFM_C500800CA,orf19.583,A0A1D8PN08,,Dioxygenase
C2_02750C_A,orf19.5831,CAALFM_C202750CA,orf19.5831,Q5A0I0,,Uncharacterized protein
C2_02730W_A,orf19.5833,CAALFM_C202730WA,orf19.5833,Q5A0H8, Protein of unknown function,Polyubiquitin-binding protein
C2_02720W_A,orf19.5834,CAALFM_C202720WA,orf19.5834,A0A1D8PGN9, Protein of unknown function,Importin N-terminal domain-containing protein
C2_02710C_A,orf19.5835,CAALFM_C202710CA,orf19.5835,Q5A0H6,,Uncharacterized protein
C2_02700C_A,orf19.5837,CAALFM_C202700CA,orf19.5837,Q5A0H4, Protein of unknown function,Aminodeoxychorismate lyase
C5_00810C_A,orf19.584,CAALFM_C500810CA,orf19.584,-,,Putative heme-binding peroxidase (EC 1.11.1.-)
C2_02670C_A,orf19.5840,CAALFM_C202670CA,orf19.5840,A0A1D8PGQ1,,#N/D
C2_02660W_A,orf19.5841,CAALFM_C202660WA,orf19.5841,Q5A0H0,,Uncharacterized protein
C2_02650C_A,orf19.5842,CAALFM_C202650CA,orf19.5842,-,,#N/D
CR_05580C_A,orf19.5844,CAALFM_CR05580CA,orf19.5844,-,,Uncharacterized protein
CR_05560W_A,orf19.5846,CAALFM_CR05560WA,orf19.5846,-, Putative TFIIH and nucleotide excision repair factor 3 complex subunit,RNA polymerase II transcription factor B subunit 2
CR_05550C_A,orf19.5847,CAALFM_CR05550CA,orf19.5847,-, Protein of unknown function,DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)
CR_05540C_A,orf19.5848,CAALFM_CR05540CA,orf19.5848,-,,RING-type domain-containing protein
C5_00820W_A,orf19.585,CAALFM_C500820WA,orf19.585,Q59X93, Protein of unknown function,Mitochondrial 54S ribosomal protein YmL17/YmL30
CR_05500C_A,orf19.5852,CAALFM_CR05500CA,orf19.5852,-, Protein of unknown function,DUF1741 domain-containing protein
C3_04100W_A,orf19.5854.1,CAALFM_C304100WA,orf19.5854.1,A0A1D8PJV3,,#N/D
C3_04120C_A,orf19.5856,CAALFM_C304120CA,orf19.5856,Q5ANP4,,Uncharacterized protein
C3_04130W_A,orf19.5857,CAALFM_C304130WA,orf19.5857,Q5ANP3, Protein of unknown function,zinc_ribbon_10 domain-containing protein
C3_04170W_A,orf19.5860,CAALFM_C304170WA,orf19.5860,A0A1D8PJZ0,,Uncharacterized protein
C3_04190W_A,orf19.5861.1,CAALFM_C304190WA,orf19.5861.1,A0A1D8PJU7,,Uncharacterized protein
C3_04210W_A,orf19.5863,CAALFM_C304210WA,orf19.5863,A0A1D8PJV9,,Uncharacterized protein
C3_04230W_A,orf19.5865,CAALFM_C304230WA,orf19.5865,Q5ANN5,,DEAH-box RNA-dependent ATPase
C3_04240C_A,orf19.5866,CAALFM_C304240CA,orf19.5866,-,,#N/D
C3_04260W_A,orf19.5869,CAALFM_C304260WA,orf19.5869,A0A1D8PJV5,,Uncharacterized protein
C5_00840W_A,orf19.587,CAALFM_C500840WA,orf19.587,-, Protein of unknown function,#N/D
C3_04310C_A,orf19.5874,CAALFM_C304310CA,orf19.5874,Q5ANM7,,Uncharacterized protein
C3_04330C_A,orf19.5876,CAALFM_C304330CA,orf19.5876,A0A1D8PJW6, Protein of unknown function,Uncharacterized protein
C3_04350C_A,orf19.5879,CAALFM_C304350CA,orf19.5879,A0A1D8PK06,,Uncharacterized protein
C5_00850C_A,orf19.588,CAALFM_C500850CA,orf19.588,Q5A1L3,,CX9C domain-containing protein
C3_04360W_A,orf19.5880,CAALFM_C304360WA,orf19.5880,A0A1D8PJZ9,,Chloride channel protein
C3_04370C_A,orf19.5884,CAALFM_C304370CA,orf19.5884,Q5ANL8, Putative nucleolar preribosomal-associated protein,Urb2 domain-containing protein
C3_04380C_A,orf19.5885,CAALFM_C304380CA,orf19.5885,-, Putative U3 snoRNP protein,13 kDa ribonucleoprotein-associated protein
C3_04410C_A,orf19.5890,CAALFM_C304410CA,orf19.5890,Q5ANL3,,Uncharacterized protein
C3_04420W_A,orf19.5892,CAALFM_C304420WA,orf19.5892,Q5ANK9,,Putative E3 ubiquitin-protein ligase
C3_04440C_A,orf19.5894,CAALFM_C304440CA,orf19.5894,A0A1D8PJY0,,DUF2235 domain-containing protein
C3_04450C_A,orf19.5896,CAALFM_C304450CA,orf19.5896,Q5ANK5,,Uncharacterized protein
C3_04460W_A,orf19.5897,CAALFM_C304460WA,orf19.5897,Q5ANK4,,zinc_ribbon_16 domain-containing protein
CR_08050C_A,orf19.590,CAALFM_CR08050CA,orf19.590,-, Putative thiamine biosynthesis enzyme,NMT1 domain-containing protein
C3_04510W_A,orf19.5905,CAALFM_C304510WA,orf19.5905,Q5ANJ6,,Uncharacterized protein
C3_04540C_A,orf19.5910,CAALFM_C304540CA,orf19.5910,Q5ANJ1,,Uncharacterized protein
C3_04590W_A,orf19.5917.3,CAALFM_C304590WA,orf19.5917.3,A0A1D8PK11, RNA binding protein required for export of poly(A)+ mRNA from the nucleus,RNA-binding protein
C3_04600C_A,orf19.5918,CAALFM_C304600CA,orf19.5918,-,,#N/D
CR_08040W_A,orf19.592,CAALFM_CR08040WA,orf19.592,-, Ortholog of S. cerevisiae YNL092W and S. pombe SPBC1778.07,S-adenosylmethionine-dependent methyltransferase
C3_04620C_A,orf19.5920,CAALFM_C304620CA,orf19.5920,Q5ANI3,,Uncharacterized protein
C3_04630W_A,orf19.5921,CAALFM_C304630WA,orf19.5921,Q5ANI2, Protein of unknown function,Uncharacterized protein
C3_04650W_A,orf19.5925,CAALFM_C304650WA,orf19.5925,Q5ANH8,,Uncharacterized protein
C3_04690C_A,orf19.5929,CAALFM_C304690CA,orf19.5929,Q5ANH4,,Uncharacterized protein
C3_04700W_A,orf19.5930,CAALFM_C304700WA,orf19.5930,Q5ANH3,,FG-nucleoporin
C3_04720C_A,orf19.5932,CAALFM_C304720CA,orf19.5932,Q5ANH1,,Uncharacterized protein
C3_04730C_A,orf19.5933,CAALFM_C304730CA,orf19.5933,Q5ANH0,,Uncharacterized protein
C3_04740C_A,orf19.5934,CAALFM_C304740CA,orf19.5934,Q5ANG9,,DNA topoisomerase (EC 5.6.2.1)
C3_04750W_A,orf19.5935,CAALFM_C304750WA,orf19.5935,Q5ANG8,,Uncharacterized protein
C3_04780C_A,orf19.5941,CAALFM_C304780CA,orf19.5941,Q5ANG2,,Uncharacterized protein
C3_04790W_A,orf19.5942,CAALFM_C304790WA,orf19.5942,Q5ANG1,,RBR-type E3 ubiquitin transferase (EC 2.3.2.31)
C3_04800C_A,orf19.5943,CAALFM_C304800CA,orf19.5943,Q5ANG0,,Pex24p domain-containing protein
C3_04810C_A,orf19.5943.1,CAALFM_C304810CA,orf19.5943.1,A0A1D8PK71, Protein of unknown function,HABP4_PAI-RBP1 domain-containing protein
C3_04840C_A,orf19.5952,CAALFM_C304840CA,orf19.5952,Q5ANF1,,F-box domain-containing protein
C3_04870W_A,orf19.5954,CAALFM_C304870WA,orf19.5954,A0A1D8PK75,,WD_REPEATS_REGION domain-containing protein
C3_04920C_A,orf19.5961,CAALFM_C304920CA,orf19.5961,Q5ANE2, Protein of unknown function,ANK_REP_REGION domain-containing protein
C3_04940W_A,orf19.5963,CAALFM_C304940WA,orf19.5963,Q5ANE0,,Ditrans,polycis-polyprenyl diphosphate synthase
C3_04970C_A,orf19.5965,CAALFM_C304970CA,orf19.5965,Q5AND8, Protein of unknown function,Ubiquitin-ubiquitin ligase
C3_04980W_A,orf19.5966,CAALFM_C304980WA,orf19.5966,-,,#N/D
CR_08000C_A,orf19.597,CAALFM_CR08000CA,orf19.597,-, Protein with an aspartate aminotransferase domain,Aminotran_1_2 domain-containing protein
C3_05010C_A,orf19.5970,CAALFM_C305010CA,orf19.5970,Q5AND3,,DNA helicase
C3_05020W_A,orf19.5971,CAALFM_C305020WA,orf19.5971,-,,Maintenance of telomere capping protein 6
C3_05060W_A,orf19.5976,CAALFM_C305060WA,orf19.5976,Q5ANC7,,Uncharacterized protein
C3_05080W_A,orf19.5978,CAALFM_C305080WA,orf19.5978,Q5ANC5,,PKS_ER domain-containing protein
CR_07990C_A,orf19.598,CAALFM_CR07990CA,orf19.598,-,,#N/D
C3_05090C_A,orf19.5980,CAALFM_C305090CA,orf19.5980,Q5ANC3,,Uncharacterized protein
C3_05110W_A,orf19.5984,CAALFM_C305110WA,orf19.5984,Q5ANB9,,Uncharacterized protein
C3_05120C_A,orf19.5985,CAALFM_C305120CA,orf19.5985,A0A1D8PK48, Protein of unknown function,Prefoldin subunit 3
C3_05140C_A,orf19.5987,CAALFM_C305140CA,orf19.5987,Q5ANB6, Protein of unknown function,tRNA (Guanine-N2-)-methyltransferase
C3_05150W_A,orf19.5989,CAALFM_C305150WA,orf19.5989,Q5ANB5, Putative cleavage factor I subunit,Uncharacterized protein
CR_07970C_A,orf19.599,CAALFM_CR07970CA,orf19.599,-,,#N/D
C3_05160C_A,orf19.5991,CAALFM_C305160CA,orf19.5991,-,,ATP-dependent RNA helicase DBP10 (EC 3.6.4.13)
C3_05250C_A,orf19.6003,CAALFM_C305250CA,orf19.6003,Q5ANA0,,Uncharacterized protein
C3_05280C_A,orf19.6007,CAALFM_C305280CA,orf19.6007,Q5AN96, Predicted fatty acid acyl transferase-related protein domain,Elongation of fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)
C3_05290C_A,orf19.6008,CAALFM_C305290CA,orf19.6008,Q5AN95,,KH domain-containing protein
C1_00970W_A,orf19.6008.3,CAALFM_C100970WA,orf19.6008.3,A0A1D8PCD5,,Nefa_Nip30_N domain-containing protein
C1_00980W_A,orf19.6008.4,CAALFM_C100980WA,orf19.6008.4,A0A1D8PCD7,,Uncharacterized protein
C1_00920W_A,orf19.6012,CAALFM_C100920WA,orf19.6012,Q5ABF8,,Uncharacterized protein
C1_00890W_A,orf19.6016,CAALFM_C100890WA,orf19.6016,-,,Mitochondrial Rho GTPase 1 (EC 3.6.5.-) (GTPase EF-hand protein of mitochondria 1)
C1_00880W_A,orf19.6017,CAALFM_C100880WA,orf19.6017,A0A1D8PCC7,,C2H2-type domain-containing protein
C1_00860W_A,orf19.6020,CAALFM_C100860WA,orf19.6020,-,,Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)
C1_00830W_A,orf19.6023,CAALFM_C100830WA,orf19.6023,A0A1D8PCB5,,Uncharacterized protein
C1_00820W_A,orf19.6024,CAALFM_C100820WA,orf19.6024,Q5ABE6, Protein of unknown function,PCI domain-containing protein
C1_00810W_A,orf19.6025,CAALFM_C100810WA,orf19.6025,-, Protein of unknown function,UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)
C1_00790W_A,orf19.6027,CAALFM_C100790WA,orf19.6027,A0A1D8PCC4,,BBP1_C domain-containing protein
C1_00760W_A,orf19.6030,CAALFM_C100760WA,orf19.6030,Q5ABE0,,Uncharacterized protein
C1_00700W_A,orf19.6035,CAALFM_C100700WA,orf19.6035,Q5ABD5, Protein of unknown function,Uncharacterized protein
C1_00660C_A,orf19.6039,CAALFM_C100660CA,orf19.6039,Q5ABD1, Protein of unknown function,t-SNARE syntaxin
CR_07940W_A,orf19.604,CAALFM_CR07940WA,orf19.604,-,,Uncharacterized protein
C1_00630W_A,orf19.6043,CAALFM_C100630WA,orf19.6043,Q5ABC8,,FAD-binding PCMH-type domain-containing protein
C1_00580W_A,orf19.6048,CAALFM_C100580WA,orf19.6048,Q5ABC2,,Uncharacterized protein
C1_00570C_A,orf19.6049,CAALFM_C100570CA,orf19.6049,A0A1D8PC90,,INCENP_ARK-bind domain-containing protein
CR_07930C_A,orf19.605,CAALFM_CR07930CA,orf19.605,-,,#N/D
C1_00540C_A,orf19.6054,CAALFM_C100540CA,orf19.6054,A0A1D8PC83,,Uncharacterized protein
C1_00530C_A,orf19.6055,CAALFM_C100530CA,orf19.6055,Q5ABB5,,Uncharacterized protein
C1_00520W_A,orf19.6056,CAALFM_C100520WA,orf19.6056,Q5ABB4, Protein of unknown function,Phosphoglycerate mutase
C1_00510W_A,orf19.6057,CAALFM_C100510WA,orf19.6057,Q5ABB3,,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
CR_07920W_A,orf19.606,CAALFM_CR07920WA,orf19.606,-,,Uncharacterized protein
C1_00470C_A,orf19.6061,CAALFM_C100470CA,orf19.6061,Q5ABA9,,N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D
C1_00460W_A,orf19.6062,CAALFM_C100460WA,orf19.6062,Q5ABA8,,Uncharacterized protein
C1_00450C_A,orf19.6062.3,CAALFM_C100450CA,orf19.6062.3,A0A1D8PC73, Mitochondrial protein,Uncharacterized protein
C1_00430W_A,orf19.6064,CAALFM_C100430WA,orf19.6064,-,,Autophagy-related protein 18
C1_00420W_A,orf19.6065,CAALFM_C100420WA,orf19.6065,Q5ABA5, RNA polymerase II holoenzyme/mediator subunit,Uncharacterized protein
C1_00410C_A,orf19.6066,CAALFM_C100410CA,orf19.6066,A0A1D8PC76, Hexadecenal dehydrogenase,Aldehyde dehydrogenase
CR_07910C_A,orf19.607,CAALFM_CR07910CA,orf19.607,-,,DNA-dependent ATPase
C1_00370W_A,orf19.6072.1,CAALFM_C100370WA,orf19.6072.1,A0A1D8PC68,,Uncharacterized protein
C1_00330C_A,orf19.6075,CAALFM_C100330CA,orf19.6075,A0A1D8PC71, Putative CCR4-Not complex transcription factor,CCR4-NOT core subunit
C1_00320W_A,orf19.6076,CAALFM_C100320WA,orf19.6076,Q5AB94, Protein of unknown function,Vacuolar protein sorting-associated protein 29
C1_00310W_A,orf19.6077,CAALFM_C100310WA,orf19.6077,-,,Protein PNS1
C1_00270W_A,orf19.6079,CAALFM_C100270WA,orf19.6079,A0A1D8PC75,,Retrotrans_gag domain-containing protein (Fragment)
C1_00210C_A,orf19.6082,CAALFM_C100210CA,orf19.6082,A0A1D8PC56, Protein of unknown function,Uncharacterized protein
C1_00200C_A,orf19.6083,CAALFM_C100200CA,orf19.6083,Q5AB89,,RRM domain-containing protein
C1_00190C_A,orf19.6084,CAALFM_C100190CA,orf19.6084,Q5AB88,,Uncharacterized protein
CR_07900C_A,orf19.609,CAALFM_CR07900CA,orf19.609,-,,#N/D
C1_00160C_A,orf19.6090,CAALFM_C100160CA,orf19.6090,Q5AB84, Putative nucleolar protein with a predicted role in pre-rRNA processing and ribosome biogenesis,Uncharacterized protein
C1_00100C_A,orf19.6100,CAALFM_C100100CA,orf19.6100,Q5AB72,,Cardiolipin synthase
C1_00090W_A,orf19.6103,CAALFM_C100090WA,orf19.6103,Q5AB70,,Peroxin/Ferlin domain-containing protein
C1_00050C_A,orf19.6110,CAALFM_C100050CA,orf19.6110,-,,#N/D
C1_00030C_A,orf19.6113,CAALFM_C100030CA,orf19.6113,Q5AB59,,Uncharacterized protein
C1_00020C_A,orf19.6114,CAALFM_C100020CA,orf19.6114,Q5AB58,,Uncharacterized protein
C1_00010W_A,orf19.6115,CAALFM_C100010WA,orf19.6115,-,,#N/D
CR_07480W_A,orf19.6117,CAALFM_CR07480WA,orf19.6117,-,,Uncharacterized protein
CR_07470W_A,orf19.6118,CAALFM_CR07470WA,orf19.6118,-,,Guanine nucleotide exchange factor
CR_07460C_A,orf19.6119,CAALFM_CR07460CA,orf19.6119,-,,Uncharacterized protein
CR_07870W_A,orf19.612,CAALFM_CR07870WA,orf19.612,-,,Uncharacterized protein
CR_07370W_A,orf19.6132,CAALFM_CR07370WA,orf19.6132,-, Protein of unknown function,MICOS complex subunit MIC12 (Altered inheritance of mitochondria protein 5, mitochondrial) (Found in mitochondrial proteome protein 51)
CR_07350W_A,orf19.6134,CAALFM_CR07350WA,orf19.6134,-, Protein of unknown function,Sec39 domain-containing protein
CR_07340C_A,orf19.6135,CAALFM_CR07340CA,orf19.6135,-, Protein of unknown function,Uncharacterized protein
CR_07320C_A,orf19.6136,CAALFM_CR07320CA,orf19.6136,-, Ortholog of S. cerevisiae Mrpl4, a mitochondrial ribosomal protein of the large subunit,54S ribosomal protein L4, mitochondrial
CR_07310W_A,orf19.6137,CAALFM_CR07310WA,orf19.6137,-, Protein of unknown function,Uncharacterized protein
CR_07300W_A,orf19.6138,CAALFM_CR07300WA,orf19.6138,-,,FAD-binding FR-type domain-containing protein
CR_07260C_A,orf19.6142,CAALFM_CR07260CA,orf19.6142,-,,Meiotic nuclear division protein 1
CR_07250C_A,orf19.6143,CAALFM_CR07250CA,orf19.6143,-,,Long-chain-alcohol oxidase (EC 1.1.3.20)
CR_07230W_A,orf19.6147,CAALFM_CR07230WA,orf19.6147,-,,Histone H2A.Z-specific chaperone CHZ1
CR_07220C_A,orf19.6148,CAALFM_CR07220CA,orf19.6148,-,,Uncharacterized protein
CR_07200W_A,orf19.6152,CAALFM_CR07200WA,orf19.6152,-, Protein of unknown function,Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)
C3_00830C_A,orf19.6155,CAALFM_C300830CA,orf19.6155,A0A1D8PJ08, Protein of unknown function,DNA ligase (EC 6.5.1.1)
C3_00840C_A,orf19.6156,CAALFM_C300840CA,orf19.6156,-, Protein of unknown function,Altered inheritance of mitochondria protein 11
C3_00850C_A,orf19.6160,CAALFM_C300850CA,orf19.6160,A0A1D8PJ10, Protein of unknown function,Uncharacterized protein
C3_00870W_A,orf19.6164,CAALFM_C300870WA,orf19.6164,-,,#N/D
C3_00890C_A,orf19.6166,CAALFM_C300890CA,orf19.6166,A0A1D8PJ34,,DUF676 domain-containing protein
C3_00910W_A,orf19.6168,CAALFM_C300910WA,orf19.6168,A0A1D8PJ09,,Uncharacterized protein
C3_07770C_A,orf19.6170,CAALFM_C307770CA,orf19.6170,A0A1D8PKW0, Protein of unknown function,CAP-Gly domain-containing protein (Fragment)
C3_07800C_A,orf19.6175,CAALFM_C307800CA,orf19.6175,A0A1D8PL04,,Fcf2 domain-containing protein
C3_07820W_A,orf19.6177,CAALFM_C307820WA,orf19.6177,A0A1D8PKW1, Protein of unknown function,Uncharacterized protein
C3_07840C_A,orf19.6179,CAALFM_C307840CA,orf19.6179,A0A1D8PKW6,,Uncharacterized protein
C3_07850W_A,orf19.6180,CAALFM_C307850WA,orf19.6180,-,,Probable transporter MCH1
C3_07870W_A,orf19.6181,CAALFM_C307870WA,orf19.6181,-,,#N/D
C3_07880C_A,orf19.6184,CAALFM_C307880CA,orf19.6184,A0A1D8PKW9,,Uncharacterized protein
C3_07910W_A,orf19.6185,CAALFM_C307910WA,orf19.6185,A0A1D8PL09,,Uncharacterized protein
C3_07900C_A,orf19.6186,CAALFM_C307900CA,orf19.6186,A0A1D8PKW7,,Uncharacterized protein
C3_07920W_A,orf19.6187,CAALFM_C307920WA,orf19.6187,A0A1D8PKZ6,,PfkB domain-containing protein
C3_07930C_A,orf19.6188,CAALFM_C307930CA,orf19.6188,A0A1D8PKX1,,Uncharacterized protein
C3_07940W_A,orf19.6189,CAALFM_C307940WA,orf19.6189,A0A1D8PKW5, Chalcone related protein family,Chalcone_isomerase domain-containing protein
C3_07980C_A,orf19.6192,CAALFM_C307980CA,orf19.6192,-,,#N/D
C1_07100C_A,orf19.6194,CAALFM_C107100CA,orf19.6194,A0A1D8PDZ5,,Uncharacterized protein
C1_07090C_A,orf19.6195,CAALFM_C107090CA,orf19.6195,Q5AAW5, Protein of unknown function,Exonuclease domain-containing protein
C1_07060C_A,orf19.6198.1,CAALFM_C107060CA,orf19.6198.1,A0A1D8PDZ3, Protein of unknown function,Uncharacterized protein
C1_07050C_A,orf19.6199,CAALFM_C107050CA,orf19.6199,Q5AAW1,,ATP-dependent 5'-3' DNA helicase
C1_07040C_A,orf19.6200,CAALFM_C107040CA,orf19.6200,-,,Probable pathogenesis-related protein CaO19.6200
C1_07010W_A,orf19.6205,CAALFM_C107010WA,orf19.6205,Q5AAV4,,Uncharacterized protein
C1_06980C_A,orf19.6209,CAALFM_C106980CA,orf19.6209,A0A1D8PDZ8,,Uncharacterized protein
